"region","country","event_title","year_start","year_end","decade","category","description_tr"
"South America","Bolivia","2000 'Su Savaşı' ve Sosyal Hareketlerin Yükselişi","2000","2000","2000s","Savas/Catisma","Cochabamba’da su hizmetlerinin özelleştirilmesine karşı başlayan protestolar, kısa sürede ülke çapında bir “Su Savaşı”na dönüştü. Gösteriler, güvenlik güçleriyle çatışmalar ve geri adım atmak zorunda kalan hükümetle sonuçlandı.

Bu olay, Bolivya’da sosyal hareketlerin siyasal gücünü artırdı ve 2000’ler boyunca yerli hareketi ve sol popülizmin yükselişine zemin hazırladı. Doğal kaynaklar ve kamusal hizmetler, ülkenin ana siyasi çatışma başlığı haline geldi."
"South America","Bolivia","2019 Seçim Krizi ve İktidar Değişimi","2019","2020","2010s","Devrim/Rejim Degisikligi","2019 seçimleri sonrası hile iddiaları ve sokak protestoları, Evo Morales’in istifasıyla sonuçlanan büyük bir siyasal krize dönüştü. Geçici yönetim ve sert çatışmalar, ülkeyi kutuplaştırdı.

2020’de seçimle MAS’ın geri dönüşü, krizin bir kısmını sandık yoluyla kapattı; ancak “darbe mi, halk ayaklanması mı” tartışması Bolivya siyasetinde kalıcı bir ayrışma bıraktı. Kurumlara güven ve etnik-sınıfsal fay hatları daha görünür oldu."
"South America","Brazil","Vargas dönemi ve Estado Novo","1930","1945","1930s","Devrim/Rejim Degisikligi","Getúlio Vargas 1930’da iktidara gelerek merkeziyetçi bir modernleşme çizgisi izledi. 1937’de “Estado Novo” ile otoriter bir rejim kuruldu; devletçilik ve sanayileşme teşvik edilirken siyasal özgürlükler daraldı.

Bu dönem, Brezilya’da ulus-devlet kapasitesinin artması ve çalışma yasalarının güçlenmesiyle anılır. 1945’te Vargas’ın devrilmesiyle çok partili döneme geçildi, ancak merkeziyetçilik geleneği kalıcı oldu."
"South America","Brazil","1932 São Paulo Anayasa Devrimi","1932","1932","1930s","Savas/Catisma","1932’de São Paulo elitleri ve birlikleri, Vargas yönetimine karşı “anayasal düzen” talebiyle ayaklandı. Kısa süren çatışmalar yenilgiyle sonuçlandı ancak hareket, federal-sivil denge ve anayasal yönetim tartışmasını ülke gündemine yerleştirdi.

Sonuçta Vargas yönetimi anayasa sürecini hızlandırdı. Olay, Brezilya’da bölgesel güç merkezlerinin ulusal siyasetteki ağırlığını gösteren önemli bir kırılma olarak hatırlanır."
"South America","Brazil","1964 Askerî Darbesi ve Askerî Rejim","1964","1985","1960s","Devrim/Rejim Degisikligi","1964’te ordu yönetime el koyarak yaklaşık yirmi yıl sürecek askerî rejimi kurdu. Soğuk Savaş bağlamında “komünizmle mücadele” gerekçesi öne çıktı; siyasal partiler kısıtlandı ve muhalefet ağır baskı gördü.

Rejim döneminde altyapı yatırımları ve büyüme dalgaları yaşansa da işkence, sansür ve hak ihlalleri hafızaya kazındı. 1980’lerin ortasında sivil yönetime dönüş, yeni anayasa ve demokratik kurumların inşasıyla geldi."
"South America","Brazil","1988 Anayasası ve Yeni Demokratik Dönem","1988","1988","1980s","Devrim/Rejim Degisikligi","1988 Anayasası, askerî dönem sonrası Brezilya’nın demokratik yeniden kuruluş belgesi oldu. Temel haklar, sosyal politika taahhütleri ve federal yapı güçlendirildi; seçimler ve kurumlar daha sağlam bir çerçeveye oturdu.

Anayasa, kamu hizmetleri ve sosyal güvenlik alanında geniş sorumluluklar tanımlayarak eşitsizlikle mücadelede referans noktası haline geldi. Öte yandan mali disiplin ve siyasal parçalanma tartışmaları da bu çerçevenin içinde büyüdü."
"South America","Brazil","2014–2016 Siyasi Kriz ve Dilma Rousseff’in Azli","2014","2016","2010s","Devrim/Rejim Degisikligi","2014 sonrası ekonomik durgunluk, yolsuzluk soruşturmaları (özellikle Petrobras çevresinde) ve kutuplaşma Brezilya siyasetini kilitledi. Sokak protestoları ve parlamento çekişmeleri giderek yoğunlaştı.

2016’da Başkan Dilma Rousseff görevden alındı; süreç “mali usulsüzlük” gerekçeleriyle yürüdü ancak meşruiyet tartışmaları doğurdu. Bu kırılma, 2010’ların ikinci yarısında popülist söylemlerin ve sert ideolojik kamplaşmanın önünü açtı."
"South America","Brazil","Rio de Janeiro Olimpiyatları ve Güvenlik Tartışmaları","2016","2016","2010s","Savas/Catisma","2016 Olimpiyatları, Brezilya’nın küresel vitrine çıkma anıydı; aynı zamanda ekonomik kriz ve güvenlik sorunlarıyla gölgelendi. Rio’da çete şiddeti, polis operasyonları ve favelalarda kontrol mücadelesi gündemi belirledi.

Olimpiyat dönemi, “mega etkinlikler”in kent dönüşümü ve güvenlik politikalarını nasıl hızlandırdığını gösterdi. Uzun vadede ise sosyal eşitsizlik, kamu harcamaları ve güvenlikte militarizasyon tartışmaları devam etti."
"South America","Chile","1960 Büyük Valdivia Depremi ve Siyasi-Ekonomik Etki","1960","1960","1960s","Savas/Catisma","1960 Valdivia depremi, kaydedilen en büyük depremlerden biri olarak Şili’yi ağır biçimde vurdu. Altyapı ve yerleşimler çökerken, tsunami Pasifik boyunca etkiler yarattı.

Felaket, devletin afet kapasitesi ve yeniden inşa politikalarını belirledi; Şili’de planlama, konut ve kamu yatırımları tartışmalarının uzun vadeli referanslarından biri haline geldi."
"South America","Chile","1970 Allende’nin Seçilmesi ve Soğuk Savaş Gerilimi","1970","1973","1970s","Devrim/Rejim Degisikligi","Salvador Allende’nin 1970’te iktidara gelişi, Latin Amerika’da demokratik yolla sosyalist dönüşüm arayışının simgesi oldu. Kamulaştırmalar ve gelir dağılımı politikaları destek bulurken, ekonomik kriz ve dış baskılar gerilimi artırdı.

Bu süreç, Şili’yi Soğuk Savaşın sert cepheleşmesine taşıdı: içeride sınıf çatışması, dışarıda jeopolitik rekabet aynı anda çalıştı. 1973 darbesi, bu denemenin dramatik sonu olarak hafızaya kazındı."
"South America","Chile","1973 Darbesi ve Pinochet Dönemi","1973","1990","1970s","Devrim/Rejim Degisikligi","1973’te ordu, Başkan Salvador Allende’yi devirerek Augusto Pinochet liderliğinde askerî rejim kurdu. Rejim, muhalefete yönelik geniş çaplı baskı, işkence ve sürgünlerle anıldı; aynı zamanda neoliberal ekonomik reformlar uygulandı.

1990’da demokrasiye dönüş olsa da anayasal miras ve toplumsal travmalar uzun süre siyaseti belirledi. 2019’dan itibaren anayasa tartışmaları ve protestolar, bu dönemin “tam kapanmamış” hesabını yeniden açtı."
"South America","Chile","2019 Toplumsal Patlama ve Anayasa Süreci","2019","2023","2010s","Devrim/Rejim Degisikligi","2019’da toplu taşıma zammıyla tetiklenen protestolar, kısa sürede eşitsizlik, yaşam maliyeti ve sistem eleştirisine dönüştü. Milyonlar sokağa çıktı; güvenlik güçleriyle çatışmalar ve insan hakları ihlali iddiaları gündeme geldi.

Krizin siyasi çıktısı, yeni bir anayasa yazma girişimiydi. Referandumlar ve taslaklar üzerinden ilerleyen süreç, toplumsal uzlaşının ne kadar zor olduğunu gösterdi; yine de Pinochet mirasıyla hesaplaşmanın ana kanalı haline geldi."
"South America","Colombia","Kolombiya İç Savaşı ve FARC/ELN Çatışması","1964","2016","1960s","Savas/Catisma","1960’lardan itibaren FARC ve ELN gibi silahlı örgütlerle devlet arasındaki çatışma, uyuşturucu ekonomisi ve paramiliter güçlerin de katılımıyla çok katmanlı bir iç savaşa dönüştü. Kırsalda kontrol alanları, kaçırmalar ve zorunlu göçler toplumsal dokuyu parçaladı.

2016’da FARC’la barış anlaşması imzalanması kritik bir dönemeçti; ancak silahlı grupların parçalanması, yeni suç ağları ve ELN gibi aktörlerle süren gerilim nedeniyle şiddet bütünüyle bitmedi. Barışın “uygulanması” hâlâ en büyük sınav olarak görülüyor."
"South America","Colombia","Pablo Escobar Dönemi ve Kartel Şiddeti","1984","1993","1980s","Savas/Catisma","Medellín Karteli ve Pablo Escobar’ın yükselişi, Kolombiya’yı bombalamalar, suikastlar ve devlet kurumlarına sızma girişimleriyle sarsan bir “narco-terör” dönemine soktu. Uyuşturucu geliri, silahlı grupları ve yolsuzluğu besledi.

1993’te Escobar’ın ölümüyle bir dönem kapansa da uyuşturucu rotaları ve örgütleri biçim değiştirerek devam etti. Bu miras, güvenlik politikaları ve barış süreçlerinde her zaman arka planda etkili oldu."
"South America","Colombia","1985 Adalet Sarayı Baskını","1985","1985","1980s","Teror Saldirisi","M-19 gerillasının Bogota’daki Adalet Sarayı’nı basması, devletin karşı operasyonuyla birlikte ülke tarihinin en kanlı olaylarından birine dönüştü. Yangın ve çatışmalar sonucu çok sayıda yargı mensubu ve sivil hayatını kaybetti.

Olay, Kolombiya’da devlet şiddeti, kayıplar ve hesap verebilirlik tartışmalarını derinleştirdi. Aynı zamanda gerilla–devlet çatışmasının kent merkezine taşınabileceğini göstererek toplumda kalıcı bir travma yarattı."
"South America","Colombia","2016 Barış Anlaşması Referandumu ve Uygulama","2016","2018","2010s","Devrim/Rejim Degisikligi","2016’da FARC ile barış anlaşması imzalandı; ancak referandumda anlaşma az farkla reddedildi ve metin revize edilerek yürürlüğe girdi. Bu, barışın toplumsal meşruiyetinin ne kadar hassas olduğunu gösterdi.

Uygulama süreci; kırsal reform, silah bırakma, adalet mekanizmaları ve eski savaşçıların entegrasyonu gibi zorlu başlıklara dayandı. Sonraki yıllarda şiddetin tamamen bitmemesi, “barış sonrası güvenlik” sorununu gündemde tuttu."
"South America","Colombia","2021 Vergi Protestoları ve Toplumsal Gerilim","2021","2021","2020s","Savas/Catisma","2021’de vergi reformu girişimi, pandemi sonrası ekonomik baskıların da etkisiyle ülke çapında büyük protestoları tetikledi. Gösteriler haftalar sürdü; polis müdahalesi ve hak ihlali iddiaları uluslararası gündeme taşındı.

Protestolar, genç işsizliği, eşitsizlik ve devletin güvenlik yaklaşımı üzerine yeni bir siyasal tartışma dalgası yarattı. 2020’lerin Kolombiya siyaseti bu toplumsal basınç altında şekillenmeye devam ediyor."
"South America","Ecuador","2022 Ulusal Grevler ve Yakıt/Yaşam Maliyeti Protestoları","2022","2022","2020s","Savas/Catisma","2022’de yerli örgütlerin öncülük ettiği kitlesel grev ve protestolar, yakıt fiyatları ve yaşam maliyeti baskısı etrafında büyüdü. Başkent Quito dahil birçok bölgede yollar kapatıldı; güvenlik güçleriyle çatışmalar yaşandı.

Bu dalga, Ekvador’da sosyal taleplerin siyaset üzerindeki belirleyici ağırlığını gösterdi. Aynı zamanda devletin mali alanının daralmasıyla “sosyal barış” arasındaki gerilimi görünür kıldı."
"South America","Ecuador","2023 Başkan Adayı Suikastı ve Güvenlik Krizi","2023","2023","2020s","Teror Saldirisi","2023’te başkan adayı Fernando Villavicencio’nun seçim kampanyası sırasında öldürülmesi, Ekvador’da hızla büyüyen organize suç ve çete şiddetini dünyaya gösterdi. Ülke, uyuşturucu rotalarında kritik bir geçiş noktasına dönüşürken cinayet oranları yükseldi.

Suikast, siyasetin güvenlik gündemine kilitlenmesine yol açtı. Olağanüstü hal, cezaevi isyanları ve “devlet kapasitesi” tartışmaları 2020’lerin Ekvadorunda rejimin ana stres testi haline geldi."
"South America","Guyana","1966 Bağımsızlık ve Sınır Anlaşmazlıkları","1966","1966","1960s","Savas/Catisma","Guyana 1966’da Birleşik Krallık’tan bağımsız olurken, özellikle Venezuela ile Essequibo bölgesi üzerindeki sınır ihtilafı ülkenin güvenlik gündemini kalıcı biçimde belirledi. Soğuk Savaş yıllarında iç siyaset de ideolojik rekabetle keskinleşti.

Sınır tartışmaları, petrol ve doğal kaynakların keşfiyle 21. yüzyılda yeniden stratejik önem kazandı. Bu durum Guyana’yı bölgesel diplomasi ve savunma planlamasında daha görünür bir aktöre dönüştürdü."
"South America","Paraguay","Stroessner Diktatörlüğü","1954","1989","1950s","Devrim/Rejim Degisikligi","Alfredo Stroessner’in 1954’te iktidara gelişi, Paraguay’da Latin Amerika’nın en uzun soluklu diktatörlüklerinden birini başlattı. Tek parti hegemonyası, güvenlik aygıtı ve patronaj ağıyla yönetim sürdürüldü.

1989’da Stroessner’in devrilmesiyle demokratikleşme başladı, ancak kurumlar ve yolsuzlukla mücadele uzun süreli bir sorun olarak kaldı. Diktatörlük mirası, devlet kapasitesi ve siyasal kültürde hâlâ hissediliyor."
"South America","Peru","Shining Path (Sendero Luminoso) İsyanı","1980","2000","1980s","Teror Saldirisi","1980’lerde Maoist Shining Path (Sendero Luminoso) isyanı, Peru’nun kırsal bölgelerinde yoğun şiddet üretti. Bombalı saldırılar, infazlar ve köy baskınlarıyla devlet otoritesi sarsılırken, güvenlik güçlerinin sert karşılığı da ağır hak ihlallerine yol açtı.

Çatışma, özellikle yerli toplulukları ve yoksul bölgeleri vurdu; ülke genelinde korku ve göç dalgaları oluşturdu. 1990’ların başında örgütün lider kadrosunun yakalanmasıyla şiddet azalsa da travma ve toplumsal yaralar uzun süre kaldı."
"South America","Peru","1992 Fujimori’nin 'Oto-darbe'si","1992","1992","1990s","Devrim/Rejim Degisikligi","Başkan Alberto Fujimori 1992’de kongreyi feshedip yargıyı yeniden düzenleyerek “oto-darbe” (autogolpe) gerçekleştirdi. Gerekçe olarak terörle mücadele ve yönetim tıkanması öne sürüldü, ancak demokratik kurumlar ağır darbe aldı.

Bu hamle, kısa vadede güvenlik politikalarını sertleştirip isyanla mücadeleyi kolaylaştırdı; uzun vadede ise otoriterleşme, yolsuzluk ve insan hakları ihlali iddialarıyla anılan bir dönemi açtı. 2000’lerde Fujimori mirası Peru siyasetinde kutuplaştırıcı bir başlık olmaya devam etti."
"South America","Peru","2022–2023 Siyasi Kriz ve Protestolar","2022","2023","2020s","Savas/Catisma","2022’de Başkan Pedro Castillo’nun görevden alınması ve ardından tutuklanması, Peru’da geniş protestoları tetikledi. Gösteriler özellikle güney bölgelerde yoğunlaştı; güvenlik güçleriyle çatışmalar ve can kayıpları yaşandı.

Kriz, Lima merkezli siyasetle taşra/yerli bölgeler arasındaki temsil sorununu tekrar görünür kıldı. Erken seçim, anayasa ve kurumlara güven meseleleri 2020’lerin ana gündemlerinden biri haline geldi."
"South America","Suriname","1980 Darbesi ve İç Savaş","1980","1992","1980s","Savas/Catisma","1980’deki darbe Surinam’da askeri yönetimi başlattı; ardından 1980’lerin ortasında hükümet güçleri ile Jungle Commando arasında iç çatışma yaşandı. Bu süreç, insan hakları ihlali iddiaları ve ekonomik kırılganlıkla birleşti.

1990’ların başında demokratikleşme ve barışla birlikte ülke daha istikrarlı bir çizgiye girdi. Yine de küçük ölçekli devletlerde kurumların kırılganlığı ve dış ekonomik bağımlılık, jeopolitik tartışmaların merkezinde kaldı."
"South America","Uruguay","Tupamaros ve Askerî Rejim","1968","1985","1960s","Savas/Catisma","1960’ların sonundan itibaren Tupamaros kent gerillası, kaçırmalar ve silahlı eylemlerle Uruguay’ı istikrarsızlaştırdı. Devletin sert karşılığı ve olağanüstü hâl uygulamaları, 1973’te askerî rejime giden yolu açtı.

1985’te demokrasiye dönüş, insan hakları ve geçmişle yüzleşme tartışmalarını gündeme taşıdı. Uruguay’ın “küçük ülke” olmasına rağmen Soğuk Savaş kutuplaşmasından sert biçimde etkilenmesi bu dönemde netleşti."
"South America","Venezuela","1958 Pérez Jiménez’in Devrilmesi ve Demokrasi","1958","1958","1950s","Devrim/Rejim Degisikligi","1958’de askeri diktatör Marcos Pérez Jiménez’in devrilmesiyle Venezuela’da uzun bir demokratik dönem başladı. Partiler arası “Pacto de Puntofijo” uzlaşısı, darbeleri engellemek ve istikrar sağlamak amacı taşıyordu.

Petrol gelirleri, sosyal politikaları ve büyümeyi destekledi; ancak gelir bağımlılığı ve yolsuzluk eleştirileri birikti. Bu birikim, 1990’larda sistem karşıtı dalganın yükselmesine zemin hazırladı."
"South America","Venezuela","1989 Caracazo İsyanı","1989","1989","1980s","Savas/Catisma","1989’da kemer sıkma politikaları ve ulaşım zamları, Caracas’ta büyük isyan ve yağmalara yol açtı. Devletin sert müdahalesi yüzlerce kişinin ölümüyle anılan bir travmaya dönüştü.

Caracazo, Puntofijo düzenine güveni derinden sarstı ve 1990’larda sistem karşıtı siyasetin yükselişine zemin hazırladı. Venezuela’da “toplumsal patlama” hafızası, sonraki on yılların siyasal dilini şekillendirdi."
"South America","Venezuela","1992 Darbe Girişimleri ve Chávez’in Yükselişi","1992","1998","1990s","Devrim/Rejim Degisikligi","1992’de Hugo Chávez’in öncülük ettiği darbe girişimleri başarısız oldu ama toplumdaki sisteme öfkeyi görünür kıldı. Ekonomik kriz, kemer sıkma ve “Caracazo” sonrası travma, geleneksel partilerin meşruiyetini erozyona uğratmıştı.

Chávez 1998’de seçimle iktidara gelerek “Bolivarcı Devrim”i başlattı. Bu dönüşüm, kurumsal yeniden yapılanma, kutuplaşma ve petrol ekonomisi üzerinden süren büyük bir siyasi-ekonomik deney olarak 2000’lere damga vurdu."
"South America","Venezuela","2014–2020 Ekonomik Çöküş ve Göç Krizi","2014","2020","2010s","Savas/Catisma","Petrol fiyatlarının düşmesi, ekonomik yönetim sorunları ve yaptırımların etkisiyle Venezuela’da hiperenflasyon ve temel mal kıtlığı derinleşti. Sokak protestoları, güvenlik güçlerinin sert müdahaleleri ve siyasal meşruiyet tartışmaları ülkeyi kilitledi.

Sonuç, Latin Amerika’nın yakın tarihindeki en büyük göç dalgalarından biri oldu. Milyonlarca Venezuelalı komşu ülkelere gitti; bu da bölgesel siyaset, sınır yönetimi ve sosyal hizmetler üzerinde kalıcı baskı yarattı."
"South America","Venezuela","2019 Kurumsal İkilik ve Başkanlık Krizi","2019","2019","2010s","Devrim/Rejim Degisikligi","2019’da muhalefet lideri Juan Guaidó’nun geçici başkan ilanı, Venezuela’da “iki meşruiyet”li bir kurumsal kriz yarattı. Bir yanda Nicolás Maduro yönetimi, diğer yanda muhalefetin tanınma arayışı ve dış destekler vardı.

Kriz, uluslararası rekabetin ve yaptırım politikasının Venezuela iç siyasetini nasıl şekillendirdiğini gösterdi. Çözüm arayışları müzakerelerle sürse de toplumsal maliyet ve göç baskısı devam etti."
